GENERAL INFORMATION;;;;;;;;;;;;;;;;;GROWTH SEGMENT;;;;;;;SCREEN INFORMATION;;;;;;;;;;;;;;;;;;;;;;;;CABINET INFORMATION;;;;;;;;;;STAND INFORMATION;;;;;CONNECTIVITY INFORMATION;;;;;;;;;;;;;;;CONNECTIVITY INFORMATION (B2B only);;;;;;;;;;;;;;;;;;;;;;;ENERGY & ENVIRONMENTAL INFORMATION;;;;;;;;;;;;;;;;;WHAT IS INCLUDED IN THE BOX;;;;;;;;;ADITIONAL GAMING INFORMATION;;;;;;;;OTHER INFORMATION;WAREHOUSE PRODUCT STATUS;;;;;;;;;;;;;;;;;;;
NEW SKU ADDED;Model name;LIST PRICE CODE;Brand;Channel;Warehouse SKU;FOB;FOB UK only;Design Family;Product Line;Warehouse EAN;Warranty Period;MOQ (Default pallet);MOQ (EURO pallet);Warehouse NPI/EOL Month;Warehouse Product Status;FOB Status (/Running1);Summary GUSH+;"34""↑";HighRes (QHD+);Gaming (144Hz+);Gaming+ (240Hz+ or QHD+);SMART;OLED;Touch;Curvature;Diagonal (inch);Diagonal (cm);Aspect ratio;Panel;Backlight;Resolution (native);Max Refresh Rate;Response time GtG;Response time MPRT;Brightness (max);Contrast (static);Contrast (dynamic);Viewing angle (CR10);HDR version VESA;Sync Technology;AMD FreeSync Certified;NVIDIA G-Sync Certified;ColorGamut (NTSC/sRGB/AdobeRGB/DCI-P3);FlickerFree;Blue Light Filter;Multiview;Colours;BezelType (Front);Bezel colour (Front);Bezel finishing (Front);Cabinet colour (backside);Cabinet finishing (backside);Speakers;Speaker Power;VESA Wallmount;Webcam;Powersensor/Lightsensor;Tilt;Height Adjust (mm);Pivot;Swivel;VESA Bracket;D-SUB;DVI;HDMI;MHL;DisplayPort;DisplayPort Out (DaisyChain);USB hub;USB type;USB-C;USB-C Power Delivery;Built-in KVM;RJ45;USB out ports;USB fast charge port;Headphone out/Audio In;D-SUB2;DVI3;HDMI4;Display Port;DisplayPort Out (Daisy Chain);Daisy Chain Primary Model;Daisy Chain Secondary Model;Docking;Thunderbolt Yes/No;USB Gen;USB-C Upstream;USB-C Upstream Power Delivery;USB-B Upstream;USB Hub5;USB Downstream Ports;USB Ports Location;USB-A Downstream;USB-C Downstream;USB-C Downstream Power Delivery;USB Fast Charge Port6;RJ-45;Built-in KVM7;Headphone out/Audio In8;Power supply;EPEAT;TCO;TCO EDGE;EnergyStar;LOT Energy Label;Energy Label On mode power demand;On Mode Energy Consumption;Standby mode Energy Consumption;Off mode Energy Consumption;Blue Light technology Software (Certified);Blue Light technology Hardware (Certified);PCF Product Carbon Footprint Report (TTL 3year / kg of CO2e);ECMA Eco Declaration;HF;Paper Cushion;Doggy Door;VGA cable;DVI cable;HDMI cable;Displayport Cable;Mini-DP cable;Audio Cable;USB-A to B Cable;USB-C Cable;Remote Control;G-Menu / Precision Center;RGB Light FX;"PS5
Compatibility";"XBOX X
Compatibility";"XBOX S
Compatibility";Max Resolution HDMI;Max Resolution DP;Max Resolution USB-C;Features;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2611;2612;2701;2702;2703;2704;2705;Summary Formula;Internal Product Category;Refresh Rate & Resolution
lip.25;25G4KUR;25G4KUR;AOC;B2C;25G4KUR;;;G4;AOC Gaming;4,03899E+12;3 Years;40;40;Running;4. Active;; G+;0;0;Yes;Yes;0;0;No;No;24,5;62,2;16:09;Fast IPS;WLED;1920x1080;420Hz (OC, 400Hz Native);0,5;0,3;350;1000:01:00;TBC;178/178;HDR400;Adaptive Sync;No;G-Sync Compatible;TBC;Yes;Hardware (Anti Blue Mode);TBC;16.7 millions;3-sided frameless;Black;Texture;Black/red;Texture;No;No;100x100;No;No;-0,142857143;130mm;Yes; -30/30;No;No;No;2x 2.0;No;1x 1.4;No;Yes;1xUSB-B/4xUSB 3.2;No;No;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;E;18 W;24 W (typ.);0.3 W (typ.);0.3 W (typ.);No (LowBlue Mode via OSD Menu);No (Anti Blue Light Technology);No;No;No;Yes;Yes;0;0;1.8m;1.8m;0;0;A to B - 1.8m;0;0;G-Menu;No;1920x1080@120Hz;1920x1080@120Hz;1920x1080@120Hz;1920x1080@240Hz;1920x1080@420Hz;-;AOC Gaming G4 FHD 420Hz OC, Fast IPS, HDR400, HAS, USB;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24,5' 16:9 Fast IPS 420Hz (OC, 400Hz Native) 1920x1080 HAS 130mm   HDMI x 2x 2.0 DP x 1x 1.4 ;Gaming;1920x1080@420Hz (OC, 400Hz Native)
lip.25;Q27G4ZDR;Q27G4ZDR;AOC;B2C;Q27G4ZDR;;;G4;AOC Gaming;4,03899E+12;3 Years;28;20;Running;4. Active;; G+ / HR / O;0;Yes;Yes;Yes;0;Yes;No;No;26,5;67,3;16:09;QD-OLED;-;2560x1440;240Hz;0,03;No;400;1.5M:1;TBC;178/178;HDR10;Adaptive Sync;No;G-Sync Compatible;TBC;Yes;Hardware (Anti Blue Mode);TBC;1.07 Billion;3-sided frameless;Black;Textured;Black/red;Texture;No;No;100x100;No;No;-3/21.5;130mm;Yes; -30/30;No;No;No;2x 2.1;No;1x 1.4;No;Yes;1xUSB-B/2xUSB 3.2;No;No;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;E;21 W;63 W (typ.);0.3 W (typ.);0.3 W (typ.);No (LowBlue Mode via OSD Menu);No (Anti Blue Light Technology);No;No;No;Yes;Yes;0;0;1.8m;1.8m;0;0;A to B - 1.8m;0;0;G-Menu;No;2560x1440@120Hz;2560x1440@120Hz;2560x1440@120Hz;2560x1440@240Hz;2560x1440@240Hz;-;AOC Gaming G4 QD-OLED, QHD, 240Hz, HDMI2.1, HDR10, HAS, USB;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;26,5' 16:9 QD-OLED 240Hz 2560x1440 HAS 130mm   HDMI x 2x 2.1 DP x 1x 1.4 ;Gaming;2560x1440@240Hz
lip.25;U32G4U;U32G4U;AOC;B2C;U32G4U;;;G4;AOC Gaming;4,03899E+12;3 Years;20;12;Running;4. Active;; G+ / HR;0;Yes;Yes;Yes;0;0;No;No;31,5;80;16:09;Fast IPS;WLED;"3840x2160@160Hz; 1920x1080@320Hz";160Hz/320Hz dual mode;1;0,5;450;1000:01:00;TBC;178/178;HDR400;Adaptive Sync;No;G-Sync Compatible;TBC;Yes;Software (Low Blue Mode);TBC;1.07B(8bit+FRC);3-sided frameless;Black;Textured;Black/red;Texture;No;No;100x100;No;No;-0,142857143;130mm;Yes; -20/20;No;No;No;2x 2.1;No;1x 1.4;No;Yes;1xUSB-B/4xUSB 3.2;No;No;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;F;29 W;43 W (typ.);0.5 W (typ.);0.3 W (typ.);No (LowBlue Mode via OSD Menu);No;No;No;No;No;Yes;0;0;1.8m;1.8m;0;0;A to B - 1.8m;0;0;G-Menu;No;3840x2160@120Hz;3840x2160@120Hz;2560x1440@120Hz;3840x2160@160Hz;3840x2160@160Hz;-;AOC Gaming G4 DFM UHD@160Hz, FHD@320Hz, Fast IPS, HDMI2.1, HDR400, HAS, USB;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"31,5' 16:9 Fast IPS 160Hz/320Hz dual mode 3840x2160@160Hz; 1920x1080@320Hz HAS 130mm   HDMI x 2x 2.1 DP x 1x 1.4 ";Gaming;"3840x2160@160Hz; 1920x1080@320Hz@160Hz/320Hz dual mode"
lip.25;AG276QKD2;AG276QKD2;AOC;B2C;AG276QKD2;;;AG6;AGON PRO;4,03899E+12;3 Years;24;24;Running;4. Active;; G+ / HR / O;0;Yes;Yes;Yes;0;Yes;No;No;26,5;67,3;16:09;QD-OLED;-;2560x1440;500Hz;0,03;No;1000;1.5M:1;80M:1;178/178;HDR500 TrueBlack;Adaptive Sync;No;G-Sync Compatible;TBC;Yes;Hardware (Anti Blue Mode);TBC;1.07 Billion;3-sided frameless;Black;Textured;Black/Dark Grey;Texture;Yes;5Wx2;100x100;No;No;-3.5/21.5;130mm;Yes; -30/30;No;No;No;2x 2.1;No;1x 2.1;No;Yes;1xUSB-B/3xUSB 3.2;No;No;No;No;3;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;F;25 W;83 W (typ.);0.5 W (typ.);0.3 W (typ.);No (LowBlue Mode via OSD Menu);TUV Low Blue Light (Hardware);No;No;No;Yes;Yes;0;0;1.8m;1.8m;0;0;A to B - 1.8m;0;0;G-Menu;Yes;2560x1440@120Hz;2560x1440@120Hz;2560x1440@120Hz;2560x1440@500Hz;2560x1440@500Hz;-;AGON PRO QD-OLED, QHD 500Hz, HDR500 TrueBlack, DP2.1, HDMI2.1, HAS, USB, Spk, RGB light FX;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;26,5' 16:9 QD-OLED 500Hz 2560x1440 HAS 130mm   HDMI x 2x 2.1 DP x 1x 2.1 ;Gaming;2560x1440@500Hz
lip.25;CS24A;CS24A;AOC;B2C;CS24A;;;AG6;AGON PRO;4,03899E+12;3 Years;30;30;Running;4. Active;; G+;0;0;Yes;Yes;0;0;No;No;24,1;61,21;16:09;TN eSports;WLED;1920x1080;610Hz (OC, Native 600Hz);0,5;0,5;500;1000:01:00;80M:1;176/170;HDR400;Adaptive Sync;No;G-Sync Compatible;-/99,6%/-/94,7%;Yes;Software (Low Blue Mode);PIP/PBP (2 devices);16.7 millions;3-sided frameless;Black/Orange;Textured;Black/Grey;Texture;No;No;100x100;No;No;-0,217391304;130mm;Yes; -30/30;No;No;No;2x 2.1;No;1x 1.4;No;Yes;1xUSB-B/4xUSB 3.2;No;No;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;E;18 W;30 W (typ.);0.5 W (typ.);0.3 W (typ.);No (LowBlue Mode via OSD Menu);No;No;No;No;Yes;Yes;0;0;1.8m;1.8m;0;0;A to B - 1.8m;0;Yes, OSD pad;G-Menu;Yes;1920x1080@120Hz;1920x1080@120Hz;1920x1080@120Hz;1920x1080@610Hz;1920x1080@610Hz;-;AGON PRO Counter Strike 610Hz, TN eSports, HDMI2.1, HAS, USB, RGB light FX;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24,1' 16:9 TN eSports 610Hz (OC, Native 600Hz) 1920x1080 HAS 130mm   HDMI x 2x 2.1 DP x 1x 1.4 ;Gaming;1920x1080@610Hz (OC, Native 600Hz)
cze.25;Q32E4U;Q32E4U;AOC;B2B;Q32E4U;;;E4;Essential-Line;4,03899E+12;5 Years;28;20;Running;4. Active;; HR;0;Yes;0;0;0;0;No;No;31,5;80;16:09;IPS;WLED;2560x1440;100Hz;4;No;350;1000:01:00;20M:1;178/178;HDR Mode;Adaptive Sync;No;No;72%/99%/-/-;Yes;Hardware (Anti Blue Mode);No;1.07B(8bit+FRC);3-sided frameless;Black;Textured;Black;Texture;Yes;3Wx2;100x100;No;No;-0,217391304;180mm;Yes;-1;VB2025;No;No;2x 2.1 TMDS;No;1x 1.2;No;Yes;"Upstream: 1 x USB-B; Downstream: USB3.2, Gen 1, 5 Gbit/s; 4 x USB3.2 type A (BC1.2x1 yellow)";No;No;No;No;4;Yes;Headphone out;No;No;2x 2.1 TMDS;1x 1.2;-;-;-;-;No;USB3.2, Gen 1, 5 Gbit/s;-;-;1x USB-B;Yes;4;4x Down;4x USB-A;-;-;Yes;-;-;Headphone out;Internal;Yes (Gold & Climate+ after MP);10.0;TCO Edge;EnergyStar 8;C;17 W;20.83 W (typ.) (Energy Star test method);0.5 W (typ.);0.3 W  (typ.) ;No;TUV EyeComfort (Hardware) - 4star;Yes;Yes;Yes;Yes;Yes;0;0;1.8m;1.8m;0;0;0;0;0;No;No;-;-;-;-;-;-;"31.5"", QHD, 100Hz, HAS, AntiBL (HW), 2x3W Speakers";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;31,5' 16:9 IPS 100Hz 2560x1440 HAS 180mm   HDMI x 2x 2.1 TMDS DP x 1x 1.2 ;B2B;2560x1440@100Hz
maj.25;X24E4U;X24E4U;AOC;B2B;X24E4U;;;E4;Essential-Line;4,03899E+12;5 Years;32;32;Running;4. Active;;;0;0;0;0;0;0;No;No;24;60,96;16:10;IPS;WLED;1920x1200;100Hz;4;1;300;1500:01:00;20M:1;178/178;HDR Mode;Adaptive Sync;No;No;72%/100%/-/-;Yes;Hardware (Anti Blue Mode);No;16.7M (6bits+FRC);4 side like;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;No;-0,166666667;150mm;Yes;-1;VB2025;1;No;1x 1.4;No;1x 1.4;No;Yes;"Upstream: 1 x USB-B; Downstream: USB3.2, Gen 1, 5 Gbit/s; 4 x USB3.2 type A (BC1.2x1 yellow)";No;No;No;No;4;Yes;Audio-in, Headphone out;1;No;1x 1.4;1x 1.4;-;-;-;-;No;USB3.2, Gen 1, 5 Gbit/s;-;-;1x USB-B;Yes;4;4x Down;4x USB-A;-;-;Yes;-;-;Audio-in, Headphone out;Internal;Gold & Climate+;10.0;TCO Edge;EnergyStar 8;B;9 W;11.25 W (typ.) (Energy Star test method);0.5 W (typ.);0.3 W  (typ.) ;No;TUV EyeComfort (Hardware) - 4star;Yes;Yes;Yes;Yes (Giftbox);Yes;0;0;1.8m;1.8m;0;0;0;0;0;No;No;-;-;-;-;-;-;"24"", 16:10, 1900x1200, 100Hz, HAS, AntiBL (HW), USB: 4x USB-A, 2x2W Speakers";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24' 16:10 IPS 100Hz 1920x1200 HAS 150mm D-SUB x 1  HDMI x 1x 1.4 DP x 1x 1.4 ;B2B;1920x1200@100Hz
maj.25;25M2N3200U;25M2N3200U/00;Philips;B2C;25M2N3200U/00;25M2N3200U/01;;M2;M-line;8,72104E+12;3 Years;16;16;Running;4. Active;Running; G+;0;0;Yes;Yes;0;0;No;No;24,5;62,2;16:09;Fast IPS;WLED;1920x1080;310Hz (OC, Native 300Hz);1;0,5;400;1000:01:00;Mega Infinity DCR;178/178;HDR400;Adaptive Sync;No;G-Sync Compatible;-/120%/-/-;Yes;Hardware (Anti Blue Mode);No;16.7 millions;3-sided frameless;Dark Grey;Textured;Dark Grey;Textured;No;No;100x100;No;No;-0,25;130mm;Yes;-1;No;No;No;2x 2.0;No;1x 1.4;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;D;14 W;21.5 W (typ.);0.5 W (typ.);0.3 W (typ.);No (LowBlue Mode via OSD Menu);No (SoftBlue Technology);No;No;No;Yes;Yes;0;0;1.8m;1.8m;0;0;0;0;0;Precision Center;No;1920x1080@120Hz;1920x1080@120Hz;1920x1080@120Hz;1920x1080@240Hz;1920x1080@310Hz;-;PHP EVNIA M2 FHD 300Hz (310Hz OC), Fast IPS, HDR400, Ergonomic stand;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24,5' 16:9 Fast IPS 310Hz (OC, Native 300Hz) 1920x1080 HAS 130mm   HDMI x 2x 2.0 DP x 1x 1.4 ;Gaming;1920x1080@310Hz (OC, Native 300Hz)
maj.25;24B2N2200;24B2N2200/00;Philips;B2B;24B2N2200/00;;;B2, B2000;B-line;8,72104E+12;5 Years;32;24;Running;4. Active;;;0;0;0;0;0;0;No;No;23,8;60,47;16:09;IPS;WLED;1920x1080;120Hz;4;No;300;1500:01:00;50M:1;178/178;No;Adaptive Sync;No;No;72%/99%/-/-;Yes;Hardware (Anti Blue Mode);No;16.7M (6bits+FRC);4 side like;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;No; -5/25;No;No;No;No;1;No;1x 1.4;No;1x 1.2;No;No;No;No;No;No;No;No;No;Audio-in, Headphone out;1;No;1x 1.4;1x 1.2;-;-;-;-;No;-;-;-;-;-;-;-;-;-;-;-;-;-;Audio-in, Headphone out;Internal;Gold & Climate+;10.0;TCO Edge;EnergyStar 8;B;9 W;11.42 W (typ.) (Energy Star test method);0.3 W (typ.);0.3 W (typ.);No;TUV Eyesafe (Hardware);Yes;Yes;Yes;Yes;Yes;0;0;1.8m;1.8m;0;0;0;0;0;No;No;-;-;-;-;-;-;"24"", FHD, 120Hz, simple stand, AntiBL (HW), 2x2W Speakers";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;23,8' 16:9 IPS 120Hz 1920x1080  D-SUB x 1  HDMI x 1x 1.4 DP x 1x 1.2 ;B2B;1920x1080@120Hz
maj.25;U27E4CV;U27E4CV;AOC;B2B;U27E4CV;;;E4;Essential-Line;4,03899E+12;5 Years;32;32;Running;4. Active;; HR / SMART;0;Yes;0;0;Yes;0;No;No;27;68,6;16:09;IPS;WLED;3840x2160;60Hz;4;No;400;1200:01:00;20M:1;178/178;HDR Ready;Adaptive Sync;No;No;-/100%/-/95%;Yes;Hardware (Anti Blue Mode);No;1.07B (8bit+FRC);3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;No;-0,166666667;150mm;Yes;-1;VB2025;No;No;2x 2.1 TMDS;No;1x 1.4;No;Yes;"Upstream: 1 x USB C1; Downstream: 4 x USB3.2 type A Gen1, 5G (BC1.2x1 yellow)";1 x USB-C (DP Alt Mode, USB3.2 Gen 1, 5G, w/adaptive Sync);USB C1: PD90W;No;1G;4;Yes;Headphone out;No;No;2x 2.1 TMDS;1x 1.4;-;-;-;Docking;No;USB3.2, Gen 1, 5 Gbit/s;1x USB-C (DP Alt Mode);PD: 90W;-;Yes;4;4x Down;4x USB-A;-;-;Yes;1G;-;Headphone out;Internal;Gold & Climate+;10.0;TCO Edge;EnergyStar 8;E;21 W;21.63 W (typ.) (Energy Star test method);0.5 W (typ.);0.3 W  (typ.) ;No;TUV EyeComfort (Hardware);Yes;Yes;Yes;Yes (Giftbox);Yes;0;0;1.8m;1.8m;0;0;0;USB-C-C - Gen 2 - 1.5m;0;No;No;-;-;-;-;-;-;"27"", UHD, 60Hz, 400nits, HAS, AntiBL (HW), Docking, PD:90W, 2x2W Speakers";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;27' 16:9 IPS 60Hz 3840x2160 HAS 150mm   HDMI x 2x 2.1 TMDS DP x 1x 1.4 1 x USB-C (DP Alt Mode, USB3.2 Gen 1, 5G, w/adaptive Sync);B2B;3840x2160@60Hz
kwi.25;CU34E4CW;CU34E4CW;AOC;B2B;CU34E4CW;;;E4;Essential-Line;4,03899E+12;5 Years;24;16;Running;4. Active;;34''↑ / HR / SMART;Yes;Yes;0;0;Yes;0;No;Curved 1500R;34;86,36;21:09;VA;WLED;3440x1440;120Hz;4;1;350;3500:01:00;20M:1;178/178;HDR Ready/HDR10;Adaptive Sync;No;No;72%/100%/-/-;Yes;Hardware (Anti Blue Mode);PIP/PBP (2 devices);1.07B(8bit+FRC);3-sided frameless;Black;Textured;Black;Texture;Yes;5Wx2;100x100;5MP hello webcam;No;-0,217391304;180mm;No;-1;VB2025;No;No;2x 2.1 TMDS;No;1x 1.4;No;Yes;"Upstream: 1 x USB-C1 (DP1.2 Alt Mode, data, USB3.2 Gen 1, 5Gbit/s) & 1 x USB-C2 (USB3.2 Gen 1, 5Gbit/s, data only); Downstream: 4 x USB3.2 type A Gen1, 5G (BC1.2x1 yellow) *2 on bottom, 2 on side";1 x USB-C1 (DP1.2 Alt Mode, data, USB3.2 Gen 1, 5Gbit/s, PD90W), 1 x USB-C2 (USB3.2 Gen 1, 5Gbit/s, data only);USB C1: PD90W;Yes, (SmartKVM);1G;4;Yes;Headphone out;No;No;2x 2.1 TMDS;1x 1.4;-;-;-;Docking;No;USB3.2, Gen 1, 5 Gbit/s;2x USB-C (1x DP Alt Mode + 1x Data);PD: 90W;-;Yes;4;2x Down + 2x Side;4x USB-A;-;-;Yes;1G;Yes, Smart KVM;Headphone out;Internal;Gold & Climate+;10.0;TCO Edge;EnergyStar 8;D;20 W;33.91 W (typ.) (Energy Star test method);0.5 W (typ.);0.3 W  (typ.) ;No;TUV EyeComfort (Hardware);Yes;Yes;Yes;Yes (Giftbox);Yes;0;0;1.8m;1.8m;0;0;0;USB-C-C - Gen 2 - 1.5m;0;No;No;-;-;-;-;-;-;34, WQHD, 120Hz, HAS, AntiBL (HW), Docking, PD90W, 5MP Webcam, Smart KVM, 2x2W Speakers;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;34' 21:9 VA 120Hz 3440x1440 HAS 180mm   HDMI x 2x 2.1 TMDS DP x 1x 1.4 1 x USB-C1 (DP1.2 Alt Mode, data, USB3.2 Gen 1, 5Gbit/s, PD90W), 1 x USB-C2 (USB3.2 Gen 1, 5Gbit/s, data only);B2B;3440x1440@120Hz
kwi.25;27E2N1500L;27E2N1500L/00;Philips;B2C;27E2N1500L/00;27E2N1500L/01;;E;E-line;8,72104E+12;3 Years;18;18;Running;4. Active;Running; HR;0;Yes;0;0;0;0;No;No;27;68,6;16:09;IPS;WLED;2560x1440;75Hz;4;1;300;1000:01:00;20M:1;178/178;HDR10;Adaptive Sync;No;No;TBC;Yes;Software (Low Blue Mode);No;16.7 millions;4 side frameless like;Black;Textured;Black;Texture;No;No;100x100;No;No;-0,2;No;No;No;No;No;No;1x 1.4;No;1x 1.4;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;C;13 W;16.8 W (typ.);0.5 W (typ.);0.3 W (typ.);No (LowBlue Mode via OSD Menu);No;No;No;No;Yes;Yes;0;0;1.5m;0;0;0;0;0;0;No;No;-;-;-;-;-;-;"27"" QHD first price fighter 75Hz";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;27' 16:9 IPS 75Hz 2560x1440    HDMI x 1x 1.4 DP x 1x 1.4 ;B2C;2560x1440@75Hz
kwi.25;Q27B35E;Q27B35E;AOC;B2C;Q27B35E;Q27B35E/01;;B3;Basic-Line;4,03899E+12;3 Years;36;36;Running;4. Active;Running; HR;0;Yes;0;0;0;0;No;No;27;68,6;16:09;IPS;WLED;2560x1440;75Hz;4;1;300;1500:01:00;20M:1;178/178;HDR10;Adaptive Sync;No;No; -/125%/99%/90%;Yes;Software (Low Blue Mode);No;16.7 millions;4 side frameless like;Black;Textured;Black;Texture;No;No;100x100;No;No;-0,2;No;No;No;No;No;No;1x 1.4;No;1x 1.4;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;C;13 W;20 W (typ.);0.3 W (typ.);0.3 W (typ.);No (LowBlue Mode via OSD Menu);No;No;No;No;Yes;Yes;0;0;1.5m;0;0;0;0;0;0;No;No;-;-;-;-;-;-;"27"" QHD first price fighter 75Hz";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;27' 16:9 IPS 75Hz 2560x1440    HDMI x 1x 1.4 DP x 1x 1.4 ;B2C;2560x1440@75Hz
kwi.25;27B36X;27B36X;AOC;B2C;27B36X;27B36X/01;;B3;Basic-Line;4,03899E+12;3 Years;36;36;Running;4. Active;;;0;0;Yes;0;0;0;No;No;27;68,6;16:09;IPS;WLED;1920x1080;144Hz;4;0,5;300;1500:01:00;20M:1;178/178;HDR10;Adaptive Sync;No;No; -/129%/92%/96%;Yes;Software (Low Blue Mode);No;16.7M (6bits+FRC);4 side frameless like;Black;Textured;Black;Texture;No;No;100x100;No;No;-0,2;No;No;No;No;No;No;1x 1.4;No;1x 1.4;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;D;16 W;22 W (typ.) ;0.3 W (typ.);0.3 W (typ.);No (LowBlue Mode via OSD Menu);No;No;No;No;Yes;Yes;0;0;1.5m;0;0;0;0;0;0;No;No;-;-;-;-;-;-;27, FHD, 144Hz, Ad sync, 0.5ms, HDR10, Simple stand;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;27' 16:9 IPS 144Hz 1920x1080    HDMI x 1x 1.4 DP x 1x 1.4 ;B2C;1920x1080@144Hz
kwi.25;24B36X;24B36X;AOC;B2C;24B36X;24B36X/01;;B3;Basic-Line;4,03899E+12;3 Years;45;45;Running;4. Active;;;0;0;Yes;0;0;0;No;No;23,8;60,4;16:09;IPS;WLED;1920x1080;144Hz;4;0,5;300;1500:01:00;20M:1;178/178;HDR10;Adaptive Sync;No;No; -/129%/92%/96%;Yes;Software (Low Blue Mode);No;16.7M (6bits+FRC);4 side frameless like;Black;Textured;Black;Texture;No;No;100x100;No;No;-0,2;No;No;No;No;No;No;1x 1.4;No;1x 1.4;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;D;14 W;18 W (typ.) ;0.3 W (typ.);0.3 W (typ.);No (LowBlue Mode via OSD Menu);No;No;No;No;Yes;Yes;0;0;1.5m;0;0;0;0;0;0;No;No;-;-;-;-;-;-;24, FHD, 144Hz, Ad sync, 0.5ms, HDR10, Simple stand;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;23,8' 16:9 IPS 144Hz 1920x1080    HDMI x 1x 1.4 DP x 1x 1.4 ;B2C;1920x1080@144Hz
mar.25;24B2U3301D;24B2U3301D/00;Philips;B2B;24B2U3301D/00;;;B2, B3000;B-line;8,72104E+12;5 Years;16;16;Running;4. Active;; SMART;0;0;0;0;Yes;0;No;No;24;61,13;16:10;IPS;WLED;1920x1200;100Hz;4;No;300;1500:01:00;50M:1;178/178;No;Adaptive Sync;No;No;72%/100%/-/-;Yes;Hardware (Anti Blue Mode);No;16.7M (6bits+FRC);4 side like;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;No;-0,166666667;150mm;Yes;-1;BS2B2249B;No;No;1x 1.4;No;1x 1.4;Yes;Yes;"Upstream: 1 x USB-C1 (DP1.4 Alt Mode, USB3.2 Gen 1, 5Gbit/s); Downstream: USB3.2, Gen 1, 5 Gbit/s; Bottom: 2 x USB3.2 type A, side: 2x USB3.2 type A (BC1.2x1 yellow) + 1x USB3.2 type C2 (data only, 15W)";1 x USB-C1 (DP1.4 Alt Mode, USB3.2 Gen 1, 5Gbit/s);USB C1: PD90W, USB C2: 15W (data only, PD15W);No;1G;5;Yes;Headphone out;No;No;1x 1.4;1x 1.4;Yes;-;24B2N3200D;Docking;No;USB3.2, Gen 1, 5 Gbit/s;1x USB-C (DP Alt Mode);PD: 90W;-;Yes;5;2x Down + 3x Side (1 USB-C);4x USB-A;1x USB-C;PD: 15W;Yes;1G;-;Headphone out;Internal;Gold & Climate+;10.0;TCO Edge;EnergyStar 8;C;12 W;17.72 W (typ.) (Energy Star test method);0.3 W (typ.);0.3 W (typ.);No;TUV Eyesafe (Hardware);Yes;Yes;Yes;Yes;Yes;0;0;1.8m;1.8m;0;0;0;USB-C to C - Gen 2 - 1.5m;0;No;No;-;-;-;-;-;-;"24"", 16:10, 1900x1200, 100Hz, HAS, AntiBL (HW), Docking, PD:90W, USB: 4A+1C(15W), 2x2W Speakers";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24' 16:10 IPS 100Hz 1920x1200 HAS 150mm   HDMI x 1x 1.4 DP x 1x 1.4 1 x USB-C1 (DP1.4 Alt Mode, USB3.2 Gen 1, 5Gbit/s);B2B;1920x1200@100Hz
