GENERAL INFORMATION;;;;;;;;;;;;;;;;;GROWTH SEGMENT;;;;;;;SCREEN INFORMATION;;;;;;;;;;;;;;;;;;;;;;;;CABINET INFORMATION;;;;;;;;;;STAND INFORMATION;;;;;CONNECTIVITY INFORMATION;;;;;;;;;;;;;;;CONNECTIVITY INFORMATION (B2B only);;;;;;;;;;;;;;;;;;;;;;;ENERGY & ENVIRONMENTAL INFORMATION;;;;;;;;;;;;;;;;;WHAT IS INCLUDED IN THE BOX;;;;;;;;;ADITIONAL GAMING INFORMATION;;;;;;;;OTHER INFORMATION;WAREHOUSE PRODUCT STATUS;;;;;;;;;;;;;;;;;;;
NEW SKU ADDED;Model name;LIST PRICE CODE;Brand;Channel;Warehouse SKU;FOB;FOB UK only;Design Family;Product Line;Warehouse EAN;Warranty Period;MOQ (Default pallet);MOQ (EURO pallet);Warehouse NPI/EOL Month;Warehouse Product Status;FOB Status (/Running1);Summary GUSH+;"34""↑";HighRes (QHD+);Gaming (144Hz+);Gaming+ (240Hz+ or QHD+);SMART;OLED;Touch;Curvature;Diagonal (inch);Diagonal (cm);Aspect ratio;Panel;Backlight;Resolution (native);Max Refresh Rate;Response time GtG;Response time MPRT;Brightness (max);Contrast (static);Contrast (dynamic);Viewing angle (CR10);HDR version VESA;Sync Technology;AMD FreeSync Certified;NVIDIA G-Sync Certified;ColorGamut (NTSC/sRGB/AdobeRGB/DCI-P3);FlickerFree;Blue Light Filter;Multiview;Colours;BezelType (Front);Bezel colour (Front);Bezel finishing (Front);Cabinet colour (backside);Cabinet finishing (backside);Speakers;Speaker Power;VESA Wallmount;Webcam;Powersensor/Lightsensor;Tilt;Height Adjust (mm);Pivot;Swivel;VESA Bracket;D-SUB;DVI;HDMI;MHL;DisplayPort;DisplayPort Out (DaisyChain);USB hub;USB type;USB-C;USB-C Power Delivery;Built-in KVM;RJ45;USB out ports;USB fast charge port;Headphone out/Audio In;D-SUB2;DVI3;HDMI4;Display Port;DisplayPort Out (Daisy Chain);Daisy Chain Primary Model;Daisy Chain Secondary Model;Docking;Thunderbolt Yes/No;USB Gen;USB-C Upstream;USB-C Upstream Power Delivery;USB-B Upstream;USB Hub5;USB Downstream Ports;USB Ports Location;USB-A Downstream;USB-C Downstream;USB-C Downstream Power Delivery;USB Fast Charge Port6;RJ-45;Built-in KVM7;Headphone out/Audio In8;Power supply;EPEAT;TCO;TCO EDGE;EnergyStar;LOT Energy Label;Energy Label On mode power demand;On Mode Energy Consumption;Standby mode Energy Consumption;Off mode Energy Consumption;Blue Light technology Software (Certified);Blue Light technology Hardware (Certified);PCF Product Carbon Footprint Report (TTL 3year / kg of CO2e);ECMA Eco Declaration;HF;Paper Cushion;Doggy Door;VGA cable;DVI cable;HDMI cable;Displayport Cable;Mini-DP cable;Audio Cable;USB-A to B Cable;USB-C Cable;Remote Control;G-Menu / Precision Center;RGB Light FX;"PS5
Compatibility";"XBOX X
Compatibility";"XBOX S
Compatibility";Max Resolution HDMI;Max Resolution DP;Max Resolution USB-C;Features;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2611;2612;2701;2702;2703;2704;2705;Summary Formula;Internal Product Category;Refresh Rate & Resolution
;24B1H;24B1H;AOC;B2C;24B1H;;;B1;Basic-Line;4,03899E+12;3 Years;44;40;lip.24;7. EOL;;;0;0;0;0;0;0;No;No;23,6;59,944;16:09;VA;WLED;1920x1080;60Hz;5;No;250;3000:01:00;20M:1;178/178;No;TBC;TBC;No;72%/100%/76%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Texture;Black;Texture;No;No;No;No;No;-0,333333333;No;No;No;No;1;No;1x 1.4;No;No;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;E;#N/D;22W;0.5;0.5;Yes;;No;No;0;No;No;0;0;1;0;0;0;;0;0;No;No;-;-;-;-;-;-;MVA, 3side Bordeless, Slim, 250 cd/m2, HDMI;;;;;;;;;;;;;;;;;;23,6' 16:9 VA 60Hz 1920x1080  D-SUB x 1  HDMI x 1x 1.4  ;B2C;1920x1080@60Hz
;M2470SWH;M2470SWH;AOC;B2C;M2470SWH;;;70 ID;Basic-Line;4,03899E+12;3 Years;70;50;lip.24;7. EOL;;;0;0;0;0;0;0;No;No;23,6;59,944;16:09;VA;WLED;1920x1080;60Hz;5;No;250;3000:01:00;50m:1;178/178;No;TBC;TBC;No;TBC;No;Software (Low Blue Mode);No;16.7 millions;Normal;Black;Texture;Black;Texture;Yes;2Wx2;100x100;No;No;-0,2;No;No;No;No;1;No;2x 1.4;No;No;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;F;#N/D;17,96W;0.37;< 0.5;;;No;No;0;No;No;1;0;1;0;0;0;;0;0;No;No;-;-;-;-;-;-;"23,6"" MVA FHD MVA, Speakers, 2xHDMI";;;;;;;;;;;;;;;;;;23,6' 16:9 VA 60Hz 1920x1080  D-SUB x 1  HDMI x 2x 1.4  ;B2C;1920x1080@60Hz
;272B7QUBHEB;272B7QUBHEB/00;Philips;B2B;272B7QUBHEB/00;;;B;B-line;8,71258E+12;3 Years;12;10;cze.24;7. EOL;; HR / SMART;0;Yes;0;0;Yes;0;No;No;27;68,5;16:09;IPS;WLED;2560x1440;75Hz;5;No;350;1000:01:00;50M:1;178/178;No;TBC;TBC;No;114%/132%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;Pop-up 2.0 megapixel FHD camera with microphone and LED indicator (Windows 10 Hello);Powersensor; -5/30;150mm;Yes; -175/175;BS6B2234B;No;No;1x 1.4;No;1x 1.2;1;Yes;USB-C/USB 3.2/Display Link;USB 3.2 Type-C ;65W;No;1G;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;1G;;;Internal+DC-out;Gold;9.0;TCO Edge;EnergyStar 8;F;25 W;19.02 W (typ.) ;<0.5 W (typ.);Zero watts with AC switch;Yes;No;549,15;Yes;0;No;Yes;0;0;1;1;0;0;;USB-C to C/A, DC out cable;0;No;No;-;-;-;-;-;-;Docking USB-C-display Link-pop-up windows hello webcam, DC out;;;;;;;;;;;;;;;;;;27' 16:9 IPS 75Hz 2560x1440 HAS 150mm   HDMI x 1x 1.4 DP x 1x 1.2 USB 3.2 Type-C ;B2B;2560x1440@75Hz
;328P6AUBREB;328P6AUBREB/00;Philips;B2B;328P6AUBREB/00;;;P;P-line;8,71258E+12;3 Years;10;6;maj.24;7. EOL;; HR / SMART;0;Yes;0;0;Yes;0;No;No;31,5;80;16:09;IPS;WLED;2560x1440;60Hz;4;No;450;1200:01:00;50M:1;178/178;HDR400;TBC;TBC;No;-/-/99%;Yes;Software (Low Blue Mode);No;1.07 Billion;Narrow;Black;Textured;Black;Texture;Yes;3Wx2;100x100;No;No; -5/20;180mm;Yes; -170/170;BS6B3234B;1;No;1x 2.0;No;1x 1.2;No;Yes;USB-C/USB 3.0;USB 3.1 Type-C ;65W;No;1G;2;Yes;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;1G;;;Internal;Silver;No;No;EnergyStar 8;G;#N/D;23.72 W ;<0.5 W (typ.);Zero watts with AC switch;Yes;No;743,58;No;0;No;Yes;1.8m;0;1;1;0;1;;USBC to USB-C, USB-C to USB-A;0;No;No;-;-;-;-;-;-;HDR / 99% Adobe RGB / USB-C docking monitor with RJ45;;;;;;;;;;;;;;;;;;31,5' 16:9 IPS 60Hz 2560x1440 HAS 180mm D-SUB x 1  HDMI x 1x 2.0 DP x 1x 1.2 USB 3.1 Type-C ;B2B;2560x1440@60Hz
;243V5QHABA;243V5QHABA/00;Philips;B2C;243V5QHABA/00;;;V;V-line;8,71258E+12;3 Years;32;24;kwi.24;7. EOL;;;0;0;0;0;0;0;No;No;23,6;59,9;16:09;MVA;WLED;1920x1080;60Hz;8;No;250;3000:01:00;10M:1;178/178;No;TBC;TBC;No;TBC;No;Software (Low Blue Mode);No;TBC;Normal;Black;Hairline;Black;Texture;Yes;2x2W;100x100;No;No;-0,25;No;No;No;No;1;1;1;No;No;No;No;No;No;No;No;No;No;No;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;F;#N/D;21.51 W (typ.) ;0.5 W (typ.);0.3 W (typ.);;;No;No;0;No;Yes;1;0;0;0;0;1;;0;0;No;No;-;-;-;-;-;-;availability must be checked with PM/Planners;;;;;;;;;;;;;;;;;;23,6' 16:9 MVA 60Hz 1920x1080  D-SUB x 1 DVI x 1 HDMI x 1  ;B2C;1920x1080@60Hz
;19S4QAB;19S4QAB/00;Philips;B2B;19S4QAB/00;;;S;S-line;8,71258E+12;3 Years;32;24;lut.24;7. EOL;;;0;0;0;0;0;0;No;No;19;48,3;05:04;IPS;WLED;1280x1024;60Hz;5;No;250;1000:01:00;20M:1;178/178;No;TBC;TBC;No;TBC;Yes;Software (Low Blue Mode);No;16.7 millions;Normal;Black;Textured;Black;Texture;Yes;1.5Wx2;100x100;No;No; -5/20;No;No;No;No;1;1;No;No;No;No;No;No;No;No;No;No;No;No;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;Silver;9.0;No;No;F;#N/D;11.13 W (typ.) ;< 0.3 W (typ.);< 0.3 W (typ.);No;No;173,77;No;0;No;Yes;1.8m;0;0;0;0;1;;0;0;No;No;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;19' 5:4 IPS 60Hz 1280x1024  D-SUB x 1 DVI x 1   ;B2B;1280x1024@60Hz
;241B7QUBHEB;241B7QUBHEB/00;Philips;B2B;241B7QUBHEB/00;;;B;B-line;8,71258E+12;3 Years;16;10;sty.24;7. EOL;; SMART;0;0;0;0;Yes;0;No;No;23,8;60,5;16:09;IPS;WLED;1920x1080;75Hz;5;No;250;1000:01:00;50M:1;178/178;No;No;No;No;85/102%/98,61%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;Pop-up 2.0 megapixel FHD camera with microphone and LED indicator (Windows 10 Hello);Powersensor; -5/30;150mm;Yes; -175/175;BS6B2234B;No;No;1x 1.4;No;1x 1.2;1;Yes;USB-C/USB 3.1/Display Link;USB 3.2 Type-C ;65W;No;1G;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;1G;;;Internal+DC-out;No;9.0;TCO Edge;EnergyStar 8;E;18 W;16.7 W (typ.) ;<0.5 W (typ.);Zero watts with AC switch;Yes;No;336,75;Yes;0;No;Yes;0;0;1;1;0;0;;"USB-C to C/A 
cable, DC out cable";0;No;No;-;-;-;-;-;-;Docking USB-C-display Link-pop-up windows hello webcam, DC out;;;;;;;;;;;;;;;;;;23,8' 16:9 IPS 75Hz 1920x1080 HAS 150mm   HDMI x 1x 1.4 DP x 1x 1.2 USB 3.2 Type-C ;B2B;1920x1080@75Hz
;241B7QUPBEB;241B7QUPBEB/00;Philips;B2B;241B7QUPBEB/00;;;B;B-line;8,71258E+12;3 Years;20;10;sty.24;7. EOL;; SMART;0;0;0;0;Yes;0;No;No;23,8;60,5;16:09;IPS;WLED;1920x1080;60Hz;5;No;250;1000:01:00;20M:1;178/178;No;TBC;TBC;No;85%/102%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;Powersensor; -5/30;150mm;Yes; -175/175;BS6B2234B;1;No;1x 1.4;No;1x 1.2;1;Yes;USB-C/USB 3.0;USB 3.1 Type-C ;65W;No;1G;2;Yes;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;1G;;;External;Gold;9.0;TCO Edge;EnergyStar 8;E;#N/D;13.14 W (typ.) ;<0.7 W (typ.);< 0.3 W (typ.);Yes;No;No;Yes;0;Yes;Yes;1;0;1;1;0;0;;USB-C to C cable, USB-C to A cable;0;No;No;-;-;-;-;-;-;USB-C docking monitor with RJ45 and DP-out;;;;;;;;;;;;;;;;;;23,8' 16:9 IPS 60Hz 1920x1080 HAS 150mm D-SUB x 1  HDMI x 1x 1.4 DP x 1x 1.2 USB 3.1 Type-C ;B2B;1920x1080@60Hz
;329P9H;329P9H/00;Philips;B2B;329P9H/00;;;P;P-line;8,71258E+12;3 Years;6;6;sty.24;7. EOL;; HR / SMART;0;Yes;0;0;Yes;0;No;No;31,5;80;16:09;IPS;WLED;3840x2160;60Hz;5;No;350;1300:01:00;50M:1;178/178;No;TBC;TBC;No;90%/108%/87%;Yes;Software (Low Blue Mode);PIP/PBP (2 devices);1.07 Billion;4-sided frameless;Black;Textured;Black;Texture;Yes;3Wx2;100x100;Pop-up 2.0 megapixel FHD camera with microphone and LED indicator (Windows 10 Hello);Power/Light sensor;-0,2;180mm;Yes; -175/175;No;No;No;2x 2.0;No;1x 1.2;1;Yes;USB-C/USB 3.1;USB 3.1 Type-C ;65W;No;1G;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;1G;;;Internal;Silver;9.0;TCO Edge;EnergyStar 8;G;#N/D;33.95 W (typ.) ;<0.5 W (typ.);Zero watts with AC switch;Yes;No;No;No;0;No;Yes;0;0;1;1;0;0;;USB-C to C cable, USB-C to A cable;0;No;No;-;-;-;-;-;-;4-sided frameless/4K/USB-C docking;;;;;;;;;;;;;;;;;;31,5' 16:9 IPS 60Hz 3840x2160 HAS 180mm   HDMI x 2x 2.0 DP x 1x 1.2 USB 3.1 Type-C ;B2B;3840x2160@60Hz
;22E1Q;22E1Q;AOC;B2B;22E1Q;;;E1;Essential-Line;4,03899E+12;3 Years;70;50;gru.23;7. EOL;;;0;0;0;0;0;0;No;No;21,5;54,61;16:09;VA;WLED;1920x1080;60Hz;5;No;250;3000:01:00;20M:1;178/178;No;TBC;TBC;No;-/102%/72%;Yes;Software (Low Blue Mode);No;16.7 millions;Normal;Black;Texture;Black;Texture;Yes;2Wx2;100x100;No;No;-0,23255814;No;No;No;No;1;No;1x 1.4;No;1x 1.2;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;Silver;9.0;No;EnergyStar 8;E;#N/D;20W;0.5;0.5;Yes;;189,24;Yes;0;No;Yes;0;0;1;1;0;1;;0;0;No;No;-;-;-;-;-;-;B2B FHD 21,5 MVA normal stand;;;;;;;;;;;;;;;;;;21,5' 16:9 VA 60Hz 1920x1080  D-SUB x 1  HDMI x 1x 1.4 DP x 1x 1.2 ;B2B;1920x1080@60Hz
;272B7QUPBEB;272B7QUPBEB/00;Philips;B2B;272B7QUPBEB/00;;;B;B-line;8,71258E+12;3 Years;12;10;gru.23;7. EOL;; HR / SMART;0;Yes;0;0;Yes;0;No;No;27;68,5;16:09;IPS;WLED;2560x1440; 60Hz;5;No;350;1000:01:00;50M:1;178/178;No;TBC;TBC;No;114%/132%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;Powersensor; -5/30;150mm;Yes; -175/175;BS6B2234B;No;No;1;No;1x 1.2;1;Yes;USB-C/USB 3.1;USB 3.1 Type-C ;65W;No;1G;3;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;1G;;;Internal;Gold;9.0;TCO Edge;EnergyStar 8;E;21 W;19.02 W (typ.) ;<0.5 W (typ.);Zero watts with AC switch;Yes;No;No;Yes;0;No;Yes;0;0;1;1;0;0;;USB-C to C cable,USB-C to A cable,;0;No;No;-;-;-;-;-;-;QHD, USB-C;;;;;;;;;;;;;;;;;;27' 16:9 IPS  60Hz 2560x1440 HAS 150mm   HDMI x 1 DP x 1x 1.2 USB 3.1 Type-C ;B2B;2560x1440@ 60Hz
;I1601FWUX;I1601FWUX;AOC;B2C;I1601FWUX;;;01 ID;Style-Line;4,03899E+12;3 Years;28;22;gru.23;7. EOL;; SMART;0;0;0;0;Yes;0;No;No;15,6;39,5;16:09;IPS;WLED;1920x1080;60Hz;5;No;220;700:01:00;100M:1;160/160;No;No;No;No;TBC;No;TBC;No;262 thousands;Normal;Black;Glossy;Silver/Black;Metal back;No;No;No;No;No;-0,2;No;Yes, with iMenu;No;No;No;No;No;No;No;No;No;1x USB-C (DP Alt);1x USB-C (DP Alt);No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;B;#N/D;8W;0.5;0.3 ;Yes;;No;No;0;No;No;0;0;0;0;0;0;;1;0;No;No;-;-;-;-;-;-;Portable USB-C monitor;;;;;;;;;;;;;;;;;;15,6' 16:9 IPS 60Hz 1920x1080      1x USB-C (DP Alt);B2C;1920x1080@60Hz
;243S7EYMB;243S7EYMB/00;Philips;B2B;243S7EYMB/00;;;S;S-line;8,71258E+12;3 Years;20;16;lis.23;7. EOL;;;0;0;0;0;0;0;No;No;23,8;60,5;16:09;IPS;WLED;1920x1080;60Hz;4;No;250;1000:01:00;20M:1;178/178;No;TBC;TBC;No;TBC;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;No; -5/25;130mm;Yes; -175/175;BS7B2224B;1;No;No;No;1;No;No;No;No;No;No;No;No;No;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;Silver;9.0;No;EnergyStar 8;E;#N/D;12.84W (typ.) ;<0.5 W (typ.);< 0.3 W (typ.);;No;No;No;0;Yes;Yes;1.8m;0;0;1;0;1;;0;0;No;No;-;-;-;-;-;-;3-sided frameless / Soft Blue / HAS;;;;;;;;;;;;;;;;;;23,8' 16:9 IPS 60Hz 1920x1080 HAS 130mm D-SUB x 1   DP x 1 ;B2B;1920x1080@60Hz
;22P1;22P1;AOC;B2B;22P1;;;P1;Pro-Line;4,03899E+12;3 Years;35;35;paź.23;7. EOL;;;0;0;0;0;0;0;No;No;21,5;54,61;16:09;VA;WLED;1920x1080;60Hz;8;No;250;3000:01:00;50m:1;178/178;No;TBC;TBC;No;-/102%/72%;Yes;Software (Low Blue Mode);No;16.7 millions;Normal;Black;Texture;Black;Texture;Yes;2Wx2;100x100;No;No;-0,217391304;130mm;Yes;-1;VESA-P1;1;1;1x 1.4;No;1x 1.2;No;Yes;4x USB 3.0;No;No;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;Silver;9.0;No;EnergyStar 8;E;#N/D;14,2W;0.28W;0.5;Yes;;No;Yes;0;No;Yes;0;0;1;1;0;1;;0;0;No;No;-;-;-;-;-;-;B2B FHD 21,5 MVA HAS stand;;;;;;;;;;;;;;;;;;21,5' 16:9 VA 60Hz 1920x1080 HAS 130mm D-SUB x 1 DVI x 1 HDMI x 1x 1.4 DP x 1x 1.2 ;B2B;1920x1080@60Hz
;221B7QPJKEB;221B7QPJKEB/00;Philips;B2B;221B7QPJKEB/00;;;B;B-line;8,71258E+12;3 Years;20;16;wrz.23;7. EOL;;;0;0;0;0;0;0;No;No;21,5;54,6;16:09;IPS;WLED;1920x1080;60Hz;5;No;250;1000:01:00;20M:1;178/178;No;No;No;No;TBC;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;Pop-up 2.0 megapixel FHD camera with microphone and LED indicator ;Powersensor; -5/20;130mm;Yes; -175/175;BS6B2234B;1;No;1x 1.4;No;1x 1.2;No;Yes;USB 3.0;No;No;No;No;3;Yes;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;Silver;9.0;TCO Edge;EnergyStar 8;E;#N/D;13.52 W (typ.) ;< 0.3 W (typ.);Zero watts with AC switch;Yes;;No;Yes;0;No;Yes;1.8m;0;0;1;0;1;;1;0;No;No;-;-;-;-;-;-;pop-up webcam / Power Sensor;;;;;;;;;;;;;;;;;;21,5' 16:9 IPS 60Hz 1920x1080 HAS 130mm D-SUB x 1  HDMI x 1x 1.4 DP x 1x 1.2 ;B2B;1920x1080@60Hz
;U2790PQU;U2790PQU;AOC;B2B;U2790PQU;;;90 ID;Pro-Line;4,03899E+12;3 Years;20;20;wrz.23;7. EOL;; HR;0;Yes;0;0;0;0;No;No;27;68,58;16:09;IPS;WLED;3840x2160;60Hz;5;No;350;1000:01:00;50m:1;178/178;No;TBC;TBC;No;77%/108%/80%;Yes;Software (Low Blue Mode);No;1.07 Billion;3-sided frameless;Black;Glossy;Black;Texture;Yes;2Wx2;100x100;No;No;-3.5/19.5;130mm;Yes;-1;VESA-P1;No;No;1x 1.4 / 1x 2.0;No;1x 1.2;No;Yes;2x USB 3.0;No;No;No;No;2;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;8.0;No;EnergyStar 8;G;#N/D;35W;0.5;0.3;Yes;;No;Yes;0;No;No;0;0;1;1;0;0;;1;0;No;No;-;-;-;-;-;-;"27"" 4K IPS B2B";;;;;;;;;;;;;;;;;;27' 16:9 IPS 60Hz 3840x2160 HAS 130mm   HDMI x 1x 1.4 / 1x 2.0 DP x 1x 1.2 ;B2B;3840x2160@60Hz
;CQ27G2U/BK;CQ27G2U/BK;AOC;B2C;CQ27G2U/BK;;;G2;AOC Gaming;4,03899E+12;3 Years;24;20;wrz.23;7. EOL;; G+ / HR;0;Yes;Yes;Yes;0;0;No;Curved 1500R;27;68,58;16:09;VA;WLED;2560x1440;144Hz;4;1;250;3000:01:00;80M:1;178/178;No;Adaptive Sync;FreeSync Premium;No;85%/120%/89%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black/Red;Texture;Black/Red;Texture;Yes;2Wx2;100x100;No;No;-3.5/21.5;130mm;No;-1;No;No;No;2x 2.0;No;1x 1.2;No;Yes;1xUSB-B/4xUSB 3.0;No;No;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;G;#N/D;28W;0.3;0.3;Yes;No;No;No;0;No;Yes;0;0;1;1;0;0;;0;0;G-Menu;No;1920x1080@120Hz;2560x1440@120Hz;2560x1440@120Hz;2560x1440@144Hz;2560x1440@144Hz;-;"27"" QHD, 144Hz. Curved, 1ms MPRT, 4ms GtG, HAS stand, USB HUB + Speakers";;;;;;;;;;;;;;;;;;27' 16:9 VA 144Hz 2560x1440 HAS 130mm   HDMI x 2x 2.0 DP x 1x 1.2 ;Gaming;2560x1440@144Hz
;172B9T;172B9T/00;Philips;B2B;172B9T/00;;;B-Touch;B-Touch;8,71258E+12;3 Years;28;22;sie.23;7. EOL;; SMART;0;0;0;0;Yes;0;P-Cap;No;17;43,2;05:04;TN;WLED;1280x1024;60Hz;1;No;250;1000:01:00;50M:1;170/160;No;No;No;No;87%/103%;Yes;Software (Low Blue Mode);No;16.7 millions;Bezel;Black;Edge to edge glass;Black;Texture;Yes;2Wx2;100x100;No;No; -5/90;184 (Horizontal), 76(vertical) mm;No;No;BS9B1617TB;1;1;1x 1.4;No;1x 1.2;No;Yes;2x USB 3.1;No;No;No;No;2;Yes;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;Silver;9.0;TCO Edge;EnergyStar 8;D;#N/D;9.14 W (typ.) ;<0.5 W (typ.);0.3 W (typ.);Yes;;No;Yes;0;No;Yes;1.8m;0;1.8m;1.8m;0;1.8m;;1;0;No;No;-;-;-;-;-;-;Touch Monitor P-Cap 10 points, 7H glass resistance, Z-stand, IP65;;;;;;;;;;;;;;;;;;17' 5:4 TN 60Hz 1280x1024 HAS 184 (Horizontal), 76(vertical) mm D-SUB x 1 DVI x 1 HDMI x 1x 1.4 DP x 1x 1.2 ;Touch;1280x1024@60Hz
;193V5LSB2;193V5LSB2/10;Philips;B2C;193V5LSB2/10;;;V;V-line;8,71258E+12;3 Years;66;51;sie.23;7. EOL;;;0;0;0;0;0;0;No;No;18,5;47;16:09;TN;WLED;1366x768;60Hz;5;No;200;700:01:00;10M:1;90/65;No;TBC;TBC;No;TBC;No;Software (Low Blue Mode);No;16.7 millions;Normal;Black;Hairline;Black;Hairline;No;No;100x100;No;No; -3/10;No;No;No;No;1;No;No;No;No;No;No;No;No;No;No;No;No;No;TBC;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;E;#N/D;8.76 W (typ.) ;0.5 W (typ.);0.5 W (typ.);;;No;No;0;No;Yes;1;0;0;0;0;0;;0;0;No;No;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;18,5' 16:9 TN 60Hz 1366x768  D-SUB x 1    ;B2C;1366x768@60Hz
;272V8A;272V8A/00;Philips;B2C;272V8A/00;;;V;V-line;8,71258E+12;3 Years;18;18;sie.23;7. EOL;;;0;0;0;0;0;0;No;No;27;68,6;16:09;IPS;WLED;1920x1080;75Hz;4;No;250;1000:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;TBC;No;TBC;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;No;-0,25;No;No;No;No;1;No;1;No;1x 1.2;No;No;No;No;No;No;No;No;No;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;8.0;No;EnergyStar 8;E;#N/D;14.59 W (typ.) ;0.5 W (typ.);0.3 W (typ.);Yes;;No;No;0;No;Yes;0;0;1;0;0;0;;0;0;No;No;-;-;-;-;-;-; Adaptive-Sync/75Hz/IPS/3-sided frameless ;;;;;;;;;;;;;;;;;;27' 16:9 IPS 75Hz 1920x1080  D-SUB x 1  HDMI x 1 DP x 1x 1.2 ;B2C;1920x1080@75Hz
;22E1D;22E1D;AOC;B2B;22E1D;;;E1;Essential-Line;4,03899E+12;3 Years;70;50;lip.23;7. EOL;;;0;0;0;0;0;0;No;No;21,5;54,61;16:09;TN;WLED;1920x1080;60Hz;2;No;250;1000:01:00;20M:1;170/160;No;TBC;TBC;No;-/99%/73%;Yes;Software (Low Blue Mode);No;16.7 millions;Normal;Black;Texture;Black;Texture;Yes;2Wx2;100x100;No;No;-3.5/21.5;No;No;No;No;1;1;1x 1.4;No;No;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;Silver;9.0;No;EnergyStar 8;F;#N/D;22W;0.5;0.5;Yes;;No;Yes;0;No;Yes;0;1;1;0;0;1;;0;0;No;No;-;-;-;-;-;-;B2B FHD 21,5 TN normal stand;;;;;;;;;;;;;;;;;;21,5' 16:9 TN 60Hz 1920x1080  D-SUB x 1 DVI x 1 HDMI x 1x 1.4  ;B2B;1920x1080@60Hz
;242V8A;242V8A/00;Philips;B2C;242V8A/00;;;V;V-line;8,71258E+12;3 Years;28;20;lip.23;7. EOL;;;0;0;0;0;0;0;No;No;23,8;60,5;16:09;IPS;WLED;1920x1080;75Hz;4;No;250;1000:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;TBC;No;TBC;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Texture;Yes;2Wx2;100x100;No;No;-0,25;No;No;No;No;1;No;1;No;1x 1.2;No;No;No;No;No;No;No;No;No;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;8.0;No;EnergyStar 8;E;17 W;13.59 W (typ.) ;0.5 W (typ.);0.5 W (typ.);Yes;;No;No;0;No;Yes;0;0;1;0;0;0;;0;0;No;No;-;-;-;-;-;-;Adaptive-Sync/75Hz/IPS/3-sided frameless ;;;;;;;;;;;;;;;;;;23,8' 16:9 IPS 75Hz 1920x1080  D-SUB x 1  HDMI x 1 DP x 1x 1.2 ;B2C;1920x1080@75Hz
